일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),노선명,역명,승하차인원,휴일여부
2020-03-23,11.1,0,2.3,2호선,홍대입구,80452,0
2020-03-24,12.2,0,2.1,2호선,홍대입구,81775,0
2020-03-25,13.6,0,1.8,2호선,홍대입구,85688,0
2020-03-26,15.3,1,2,2호선,홍대입구,81992,0
2020-03-27,11.6,4,4.3,2호선,홍대입구,95694,1
2020-03-28,7.6,0,4.6,2호선,홍대입구,87481,1
2020-03-29,9.5,0,1.9,2호선,홍대입구,59857,0
2020-03-30,10.4,0,1.8,2호선,홍대입구,79905,0
2020-03-31,12.1,0,2,2호선,홍대입구,81443,0
2020-04-01,11.3,0,4,2호선,홍대입구,85033,0
2020-04-02,9.9,0,2.4,2호선,홍대입구,84343,0
2020-04-03,10.5,0,2.4,2호선,홍대입구,96702,1
2020-04-04,9.2,0,4.7,2호선,홍대입구,89179,1
2020-04-05,7.8,0,2.9,2호선,홍대입구,61541,0
2020-04-06,10.1,0,2.2,2호선,홍대입구,82879,0
2020-04-07,11.1,0,2.3,2호선,홍대입구,83927,0
2020-04-08,9.9,0,4.3,2호선,홍대입구,87338,0
2020-04-09,9.2,0,3.1,2호선,홍대입구,87875,0
2020-04-10,10.9,0,2.4,2호선,홍대입구,99982,1
2020-04-11,10.2,0,1.9,2호선,홍대입구,93362,1
2020-04-12,10.2,0,3.4,2호선,홍대입구,64507,0
2020-04-13,13,0,3,2호선,홍대입구,84282,0
2020-04-14,13.5,0,2.1,2호선,홍대입구,94347,0
2020-04-15,13.9,0,2.3,2호선,홍대입구,75822,1
2020-04-16,16.3,0,2.2,2호선,홍대입구,90304,0
2020-04-17,12.5,4.5,3.1,2호선,홍대입구,93600,1
2020-04-18,13.9,0,2.9,2호선,홍대입구,102130,1
2020-04-19,12.4,12,2.7,2호선,홍대입구,61823,0
2020-04-20,10.3,0,3.5,2호선,홍대입구,85063,0
2020-04-21,8.1,0,5.3,2호선,홍대입구,90078,0
2020-04-22,6.5,0,5.4,2호선,홍대입구,92040,0
2020-04-23,8.7,0,4.7,2호선,홍대입구,95299,0
2020-04-24,10.6,0,3.6,2호선,홍대입구,110137,1
2020-04-25,13.7,0,3.8,2호선,홍대입구,110217,1
2020-04-26,13,0,3.6,2호선,홍대입구,77648,0
2020-04-27,13.5,0,2.8,2호선,홍대입구,90698,0
2020-04-28,14.5,0,2.1,2호선,홍대입구,95479,0
2020-04-29,16,0,2.3,2호선,홍대입구,107052,0
2020-04-30,18,0,2.5,2호선,홍대입구,94550,1
2020-05-01,20.6,0,2.4,2호선,홍대입구,97387,1
2020-05-02,20.6,0,2.2,2호선,홍대입구,102340,1
2020-05-03,22.2,0,2,2호선,홍대입구,77964,0
2020-05-04,20,0,2.2,2호선,홍대입구,100172,0
2020-05-05,16.2,0,1.3,2호선,홍대입구,85380,1
2020-05-06,20.8,0,1.8,2호선,홍대입구,100452,0
2020-05-07,21.1,0,3.1,2호선,홍대입구,103157,0
2020-05-08,20.1,2.5,2.8,2호선,홍대입구,108252,1
2020-05-09,14.1,21.5,3.7,2호선,홍대입구,92122,1
2020-05-10,14.2,0.5,2.1,2호선,홍대입구,75323,0
2020-05-11,16.7,3,2.8,2호선,홍대입구,90704,0
2020-05-12,14.7,1,3.2,2호선,홍대입구,90910,0
2020-05-13,17.3,0,2.8,2호선,홍대입구,87419,0
2020-05-14,20.7,0,2.1,2호선,홍대입구,82041,0
2020-05-15,16.1,9.5,3.5,2호선,홍대입구,80932,1
2020-05-16,16.5,2,1.3,2호선,홍대입구,67356,1
2020-05-17,19,0,1.8,2호선,홍대입구,50634,0
2020-05-18,19.2,23,2.7,2호선,홍대입구,74195,0
2019-01-01,-4.1,0,1.6,2호선,건대입구,59322,1
2019-01-02,-3.8,0,1.4,2호선,건대입구,89781,0
2019-01-03,-3.1,0,0.9,2호선,건대입구,93705,0
2019-01-04,-0.8,0,1.1,2호선,건대입구,102929,1
2019-01-05,-1.6,0,1.8,2호선,건대입구,96379,1
2019-01-06,-2.1,0,1.2,2호선,건대입구,68959,0
2019-01-07,-1.2,0,1.2,2호선,건대입구,90003,0
2019-01-08,-2.2,0,2.4,2호선,건대입구,90416,0
2019-01-09,-3.9,0,1.1,2호선,건대입구,92393,0
2019-01-10,-0.1,0,1.1,2호선,건대입구,94260,0
2019-01-11,2.5,0,0.8,2호선,건대입구,104750,1
2019-01-12,3.3,0,1.1,2호선,건대입구,100098,1
2019-01-13,1.5,0,1,2호선,건대입구,73248,0
2019-01-14,1.4,0,0.7,2호선,건대입구,87539,0
2019-01-15,-0.6,0,2.5,2호선,건대입구,90750,0
2019-01-16,-4.4,0,1.8,2호선,건대입구,91344,0
2019-01-17,0.4,0,0.8,2호선,건대입구,93479,0
2019-01-18,0.9,0,0.3,2호선,건대입구,103806,1
2019-01-19,3.7,0,0.1,2호선,건대입구,98815,1
2019-01-20,-0.4,0,2.6,2호선,건대입구,71668,0
2019-01-21,-0.1,0,1.1,2호선,건대입구,88516,0
2019-01-22,1.8,0,0.9,2호선,건대입구,91037,0
2019-01-23,2.3,0,1.5,2호선,건대입구,92890,0
2019-01-24,0.8,0,0.9,2호선,건대입구,93538,0
2019-01-25,-0.3,0,1.8,2호선,건대입구,102743,1
2019-01-26,-1.5,0,1.9,2호선,건대입구,99053,1
2019-01-27,0.1,0,1.3,2호선,건대입구,73116,0
2019-01-28,2.1,0,2.5,2호선,건대입구,89352,0
2019-01-29,0.5,0,0.6,2호선,건대입구,91188,0
2019-01-30,2.5,0,1,2호선,건대입구,93525,0
2019-01-31,-0.7,0,2.3,2호선,건대입구,93950,0
2019-02-01,-1.1,0,1.5,2호선,건대입구,99899,1
2019-02-02,2.1,0,0.9,2호선,건대입구,80185,1
2019-02-03,3.6,25.5,1.3,2호선,건대입구,50784,0
2019-02-04,0.7,0,2.1,2호선,건대입구,41176,1
2019-02-05,2.6,0,0.8,2호선,건대입구,37191,1
2019-02-06,5.1,0,1,2호선,건대입구,61256,1
2019-02-07,-0.6,0,3,2호선,건대입구,89247,0
2019-02-08,-4.9,0,1.7,2호선,건대입구,101444,1
2019-02-09,-4,0,2.1,2호선,건대입구,96540,1
2019-02-10,-3.9,0,1.5,2호선,건대입구,70795,0
2019-02-11,-1.6,0,2,2호선,건대입구,91707,0
2019-02-12,0.4,0,1.4,2호선,건대입구,94182,0
2019-02-13,-0.7,0,1.9,2호선,건대입구,96011,0
2019-02-14,0.2,0,1.2,2호선,건대입구,99607,0
2019-02-15,0.1,0.5,1.6,2호선,건대입구,104713,1
2019-02-16,-1.4,0,2.2,2호선,건대입구,113192,1
2019-02-17,-0.4,0,1.7,2호선,건대입구,77372,0
2019-02-18,1.5,0,0.9,2호선,건대입구,93067,0
2019-02-19,2,4,1.1,2호선,건대입구,90809,0
2019-02-20,2.8,0,1.8,2호선,건대입구,96496,0
2019-02-21,3,0,0.9,2호선,건대입구,99167,0
2019-02-22,4.3,0,1.2,2호선,건대입구,115471,1
2019-02-23,6.8,0,1,2호선,건대입구,105569,1
2019-02-24,6.4,0,1.4,2호선,건대입구,79216,0
2019-02-25,5.8,0,1.6,2호선,건대입구,95056,0
2019-02-26,5.8,0,1.2,2호선,건대입구,99824,0
2019-02-27,8.6,0,1.2,2호선,건대입구,97589,0
2019-02-28,7.5,0,1.3,2호선,건대입구,104988,0
2019-03-01,6.8,0,1.4,2호선,건대입구,94204,1
2019-03-02,7.7,0,0.8,2호선,건대입구,97753,1
2019-03-03,9.3,0,1,2호선,건대입구,76101,0
2019-03-04,10.3,0,1.3,2호선,건대입구,94502,0
2019-03-05,8.8,0,1.3,2호선,건대입구,92044,0
2019-03-06,8.9,0,1.3,2호선,건대입구,95172,0
2019-03-07,8.4,0,1.8,2호선,건대입구,99971,0
2019-03-08,6.8,0,1.5,2호선,건대입구,112650,1
2019-03-09,7.4,0,1,2호선,건대입구,111082,1
2019-03-10,10.4,0,1.2,2호선,건대입구,78906,0
2019-03-11,7.2,0,1.5,2호선,건대입구,92793,0
2019-03-12,5,0.5,2.3,2호선,건대입구,92569,0
2019-03-13,4.7,0,2.9,2호선,건대입구,95701,0
2019-03-14,5.7,0,1.5,2호선,건대입구,100683,0
2019-03-15,5.5,7.5,1.5,2호선,건대입구,106363,1
2019-03-16,5.3,0,1.5,2호선,건대입구,109605,1
2019-03-17,7.1,0,1.6,2호선,건대입구,84087,0
2019-03-18,7.5,0,1.2,2호선,건대입구,94819,0
2019-03-19,10.3,0,1.1,2호선,건대입구,96134,0
2019-03-20,10.4,18,1,2호선,건대입구,91646,0
2019-03-21,8,4,2.4,2호선,건대입구,97610,0
2019-03-22,4.4,0,2.4,2호선,건대입구,110745,1
2019-03-23,4.4,3,2.1,2호선,건대입구,105839,1
2019-03-24,5.1,0,2,2호선,건대입구,80602,0
2019-03-25,8.1,0,1.6,2호선,건대입구,92052,0
2019-03-26,11.9,0,1.5,2호선,건대입구,95948,0
2019-03-27,12.5,0,2.4,2호선,건대입구,97630,0
2019-03-28,10.4,0,2,2호선,건대입구,99387,0
2019-03-29,9.9,0,2,2호선,건대입구,110668,1
2019-03-30,6,3,2.5,2호선,건대입구,98533,1
2019-03-31,5.3,0,2.6,2호선,건대입구,76791,0
2019-04-01,6.6,0,2.3,2호선,건대입구,92670,0
2019-04-02,7.5,0,1.9,2호선,건대입구,93725,0
2019-04-03,8.3,0,1.9,2호선,건대입구,95871,0
2019-04-04,9.7,0,2.2,2호선,건대입구,97990,0
2019-04-05,12.2,0,2.5,2호선,건대입구,111742,1
2019-04-06,9.7,0.5,1,2호선,건대입구,103219,1
2019-04-07,12.9,0,1.5,2호선,건대입구,89464,0
2019-04-08,12.6,0,1.9,2호선,건대입구,93495,0
2019-04-09,9.4,19.5,2.4,2호선,건대입구,88977,0
2019-04-10,7.6,4.5,1.7,2호선,건대입구,92307,0
2019-04-11,10.1,0,1.4,2호선,건대입구,98288,0
2019-04-12,12,0,1.6,2호선,건대입구,111270,1
2019-04-13,12.6,0,1.6,2호선,건대입구,110226,1
2019-04-14,10.4,1.5,1.8,2호선,건대입구,69006,0
2019-04-15,12.1,0,1.5,2호선,건대입구,92039,0
2019-04-16,14.9,0,1.3,2호선,건대입구,92105,0
2019-04-17,15.6,0,1.5,2호선,건대입구,92854,0
2019-04-18,13.3,0,1.5,2호선,건대입구,91591,0
2019-04-19,13.9,0,1.6,2호선,건대입구,102356,1
2019-04-20,14.6,0,1.4,2호선,건대입구,100722,1
2019-04-21,15.7,0.5,1.4,2호선,건대입구,69655,0
2019-04-22,19.5,0,1,2호선,건대입구,88527,0
2019-04-23,20.4,0,1,2호선,건대입구,88405,0
2019-04-24,19.2,6.5,1.2,2호선,건대입구,93105,0
2019-04-25,13.3,12,1.9,2호선,건대입구,94343,0
2019-04-26,9.2,4,1.8,2호선,건대입구,112376,1
2019-04-27,12.2,0,1.4,2호선,건대입구,117778,1
2019-04-28,13.5,0,1.1,2호선,건대입구,82309,0
2019-04-29,13,0,0.9,2호선,건대입구,96636,0
2019-04-30,15.8,0,1.4,2호선,건대입구,106679,0
2019-05-01,16.8,0,1.8,2호선,건대입구,98107,1
2019-05-02,17.5,0,1.5,2호선,건대입구,104138,0
2019-05-03,18.3,0,1.4,2호선,건대입구,117974,1
2019-05-04,19.8,0,1.3,2호선,건대입구,118349,1
2019-05-05,19.7,0,1.6,2호선,건대입구,88890,0
2019-05-06,14.8,0,2.4,2호선,건대입구,91073,1
2019-05-07,15.6,0,1.9,2호선,건대입구,96051,0
2019-05-08,16.6,0,1.7,2호선,건대입구,94177,0
2019-05-09,17.3,0,1.8,2호선,건대입구,100801,0
2019-05-10,18.3,0,1.5,2호선,건대입구,116805,1
2019-05-11,20.8,0,1.2,2호선,건대입구,110458,1
2019-05-12,21.6,0,1.1,2호선,건대입구,87456,0
2019-05-13,19,0,1.2,2호선,건대입구,93178,0
2019-05-14,20.2,0,1.2,2호선,건대입구,97028,0
2019-05-15,21.2,0,1.2,2호선,건대입구,103964,0
2019-05-16,23.7,0,1.3,2호선,건대입구,106777,0
2019-05-17,23.6,0,0.9,2호선,건대입구,112240,1
2019-05-18,22.6,0,1.9,2호선,건대입구,111108,1
2019-05-19,19,17.5,1,2호선,건대입구,72537,0
2019-05-20,17.1,4,2.5,2호선,건대입구,94595,0
2019-05-21,17.6,0,2.2,2호선,건대입구,96656,0
2019-05-22,20.3,0,2,2호선,건대입구,96155,0
2019-05-23,22.4,0,1.2,2호선,건대입구,96786,0
2019-05-24,24.7,0,1.2,2호선,건대입구,110060,1
2019-05-25,24,0,1.3,2호선,건대입구,108185,1
2019-05-26,24.4,0,1.4,2호선,건대입구,81855,0
2019-05-27,18.2,5.5,2,2호선,건대입구,86483,0
2019-05-28,19.1,0,1.9,2호선,건대입구,94755,0
2019-05-29,20.7,0,1.6,2호선,건대입구,96358,0
2019-05-30,20.2,0,1.9,2호선,건대입구,96977,0
2019-05-31,19.8,0,2.1,2호선,건대입구,108546,1
2019-06-01,19.4,0,1.5,2호선,건대입구,106325,1
2019-06-02,21.8,0,1.4,2호선,건대입구,76318,0
2019-06-03,23.7,0,1.3,2호선,건대입구,89664,0
2019-06-04,23.5,0,1.7,2호선,건대입구,92810,0
2019-06-05,23.8,0,1.5,2호선,건대입구,104435,0
2019-06-06,21.4,5.5,1.1,2호선,건대입구,82002,1
2019-06-07,19.7,43.5,2,2호선,건대입구,96404,1
2019-06-08,22.1,0,1.3,2호선,건대입구,95395,1
2019-06-09,21.9,0,1.6,2호선,건대입구,67438,0
2019-06-10,18.5,9,1.9,2호선,건대입구,88810,0
2019-06-11,21.1,0,1.6,2호선,건대입구,90756,0
2019-06-12,22,0,1.5,2호선,건대입구,91673,0
2019-06-13,23.3,0,1.3,2호선,건대입구,93385,0
2019-06-14,23.7,0,1.3,2호선,건대입구,101985,1
2019-06-15,22.3,4,1.8,2호선,건대입구,101217,1
2019-06-16,22.2,0,1.5,2호선,건대입구,69030,0
2019-06-17,22.4,0,1.7,2호선,건대입구,89175,0
2019-06-18,20.5,10.5,1.3,2호선,건대입구,89973,0
2019-06-19,21.9,0,1.3,2호선,건대입구,93858,0
2019-06-20,23.5,0,1.5,2호선,건대입구,102584,0
2019-06-21,22.6,0,1.6,2호선,건대입구,110916,1
2019-06-22,24,0,2.1,2호선,건대입구,108590,1
2019-06-23,24.2,0.5,1.6,2호선,건대입구,78270,0
2019-06-24,25.6,0,1.7,2호선,건대입구,93995,0
2019-06-25,26,0,1.2,2호선,건대입구,95390,0
2019-06-26,25.3,0,1.1,2호선,건대입구,95878,0
2019-06-27,26,0.5,1.5,2호선,건대입구,93346,0
2019-06-28,25.2,0,1.4,2호선,건대입구,104684,1
2019-06-29,23,1,1.2,2호선,건대입구,94671,1
2019-06-30,24.5,0,1.7,2호선,건대입구,73100,0
2019-07-01,24.4,0,1.8,2호선,건대입구,89536,0
2019-07-02,25,0,1.8,2호선,건대입구,92315,0
2019-07-03,24.7,0,1.2,2호선,건대입구,94588,0
2019-07-04,26.1,0,1.6,2호선,건대입구,96112,0
2019-07-05,28,0,1.3,2호선,건대입구,106425,1
2019-07-06,29.3,0,1.7,2호선,건대입구,100746,1
2019-07-07,26,0,2.8,2호선,건대입구,74318,0
2019-07-08,24.7,0,2.5,2호선,건대입구,91602,0
2019-07-09,24.6,0,2.3,2호선,건대입구,96361,0
2019-07-10,22.1,13.5,2.4,2호선,건대입구,92828,0
2019-07-11,21.7,6,1.6,2호선,건대입구,94435,0
2019-07-12,24.2,0,1.6,2호선,건대입구,106201,1
2019-07-13,25.1,0,1.4,2호선,건대입구,100153,1
2019-07-14,26.3,0,1.3,2호선,건대입구,75600,0
2019-07-15,23.4,29.5,1,2호선,건대입구,86753,0
2019-07-16,25,1,1.1,2호선,건대입구,92651,0
2019-07-17,25.8,0,1,2호선,건대입구,94186,0
2019-07-18,27.6,0.5,1.1,2호선,건대입구,95441,0
2019-07-19,28.1,0,1.5,2호선,건대입구,106039,1
2019-07-20,28.1,0,2.1,2호선,건대입구,102030,1
2019-07-21,25.5,6,1.8,2호선,건대입구,70789,0
2019-07-22,27.6,0,1.6,2호선,건대입구,91018,0
2019-07-23,28.4,0,1.2,2호선,건대입구,91443,0
2019-07-24,27,0,1.1,2호선,건대입구,91637,0
2019-07-25,26.3,11,0.8,2호선,건대입구,90306,0
2019-07-26,25.3,91.5,1.2,2호선,건대입구,94149,1
2019-07-27,28.4,36,1,2호선,건대입구,90138,1
2019-07-28,25.8,31.5,1.1,2호선,건대입구,65325,0
2019-07-29,27.7,0.5,1.5,2호선,건대입구,90712,0
2019-07-30,28.4,0,1.8,2호선,건대입구,90565,0
2019-07-31,25.8,67.5,1.2,2호선,건대입구,87901,0
2019-08-01,27.1,60.5,1.2,2호선,건대입구,92301,0
2019-08-02,29.5,0,1,2호선,건대입구,99465,1
2019-08-03,29.2,0,1.1,2호선,건대입구,84808,1
2019-08-04,27.9,25.5,1,2호선,건대입구,65291,0
2019-08-05,30.4,0,1,2호선,건대입구,85793,0
2019-08-06,31.1,0,1.9,2호선,건대입구,88129,0
2019-08-07,25.8,13,1,2호선,건대입구,89837,0
2019-08-08,28.7,0,1.1,2호선,건대입구,91822,0
2019-08-09,29.3,0,1.2,2호선,건대입구,100809,1
2019-08-10,30.9,0,1.6,2호선,건대입구,89955,1
2019-08-11,30.2,3.5,2.4,2호선,건대입구,68903,0
2019-08-12,26,40,1.1,2호선,건대입구,83297,0
2019-08-13,29.5,0,1,2호선,건대입구,91263,0
2019-08-14,30.2,0,1.9,2호선,건대입구,98854,0
2019-08-15,25.2,37.5,1.6,2호선,건대입구,70022,1
2019-08-16,26.4,0,1.9,2호선,건대입구,95203,1
2019-08-17,25.9,0,1.8,2호선,건대입구,89924,1
2019-08-18,25.8,0,1.4,2호선,건대입구,69896,0
2019-08-19,26.3,0,1.2,2호선,건대입구,88522,0
2019-08-20,27.6,0,1.7,2호선,건대입구,91366,0
2019-08-21,26.2,1.5,1,2호선,건대입구,91140,0
2019-08-22,26.7,0,1.5,2호선,건대입구,94152,0
2019-08-23,26.6,0,1.6,2호선,건대입구,102697,1
2019-08-24,24.3,0,1.3,2호선,건대입구,99155,1
2019-08-25,24.6,0,1.3,2호선,건대입구,71017,0
2019-08-26,26,0,1,2호선,건대입구,89535,0
2019-08-27,25.1,4.5,1,2호선,건대입구,89436,0
2019-08-28,25.9,0.5,1.5,2호선,건대입구,92473,0
2019-08-29,22.8,55,1.2,2호선,건대입구,88638,0
2019-08-30,23.1,0,1.7,2호선,건대입구,103480,1
2019-08-31,23.7,0,1.4,2호선,건대입구,100263,1
2019-09-01,23.1,0,0.9,2호선,건대입구,73547,0
2019-09-02,24.1,0,1,2호선,건대입구,91779,0
2019-09-03,23.4,0,1.6,2호선,건대입구,92328,0
2019-09-04,22.8,10.5,1.5,2호선,건대입구,89575,0
2019-09-05,22.5,46.5,0.8,2호선,건대입구,88303,0
2019-09-06,25.3,0.5,1.3,2호선,건대입구,104531,1
2019-09-07,26.2,2,3.9,2호선,건대입구,60249,1
2019-09-08,24.9,0.5,1,2호선,건대입구,73832,0
2019-09-09,24.6,0,0.9,2호선,건대입구,92618,0
2019-09-10,23.6,56,1.4,2호선,건대입구,91020,0
2019-09-11,23.9,10,2.4,2호선,건대입구,101875,0
2019-09-12,21.2,1,1.4,2호선,건대입구,53282,1
2019-09-13,22.7,0,1.2,2호선,건대입구,47213,1
2019-09-14,22,1,0.8,2호선,건대입구,67573,1
2019-09-15,23.8,0,1.3,2호선,건대입구,68461,0
2019-09-16,24.2,0,1.7,2호선,건대입구,88447,0
2019-09-17,23.1,0,1.6,2호선,건대입구,92683,0
2019-09-18,21.8,0,1.6,2호선,건대입구,95120,0
2019-09-19,19.7,0,1.3,2호선,건대입구,97391,0
2019-09-20,19.7,0,1.5,2호선,건대입구,109549,1
2019-09-21,19.5,0,1.4,2호선,건대입구,105640,1
2019-09-22,18.1,2.5,2.3,2호선,건대입구,67075,0
2019-09-23,19.9,0,1.6,2호선,건대입구,92421,0
2019-09-24,19.7,0,1.3,2호선,건대입구,95651,0
2019-09-25,20.2,0,1,2호선,건대입구,95510,0
2019-09-26,22.1,0,1.1,2호선,건대입구,96898,0
2019-09-27,22.2,0,1.2,2호선,건대입구,107386,1
2019-09-28,23.3,0,1.1,2호선,건대입구,104612,1
2019-09-29,22.4,0,1.1,2호선,건대입구,75653,0
2019-09-30,21.9,0,1,2호선,건대입구,90435,0
2019-10-01,22.5,0,1.1,2호선,건대입구,90604,0
2019-10-02,21.7,21,1.7,2호선,건대입구,98617,0
2019-10-03,22.1,14.5,1.4,2호선,건대입구,83304,1
2019-10-04,22,0,1.2,2호선,건대입구,105667,1
2019-10-05,19,0,2.1,2호선,건대입구,103220,1
2019-10-06,18,0,1.8,2호선,건대입구,73665,0
2019-10-07,14.9,25.5,0.9,2호선,건대입구,83135,0
2019-10-08,15.6,0,1.6,2호선,건대입구,102640,0
2019-10-09,13.9,0,1,2호선,건대입구,82654,1
2019-10-10,14.8,0,0.9,2호선,건대입구,91484,0
2019-10-11,18.4,0,1.5,2호선,건대입구,103857,1
2019-10-12,17.6,0,2.6,2호선,건대입구,101006,1
2019-10-13,16.8,0,1.1,2호선,건대입구,74799,0
2019-10-14,15.1,0,1.4,2호선,건대입구,91557,0
2019-10-15,15.1,0,1.1,2호선,건대입구,91829,0
2019-10-16,14.8,0,1.1,2호선,건대입구,89705,0
2019-10-17,15.1,0,1.1,2호선,건대입구,92473,0
2019-10-18,17,0,1.6,2호선,건대입구,102379,1
2019-10-19,16.9,0,1.1,2호선,건대입구,98236,1
2019-10-20,15.6,0,0.8,2호선,건대입구,72129,0
2019-10-21,16.3,0,0.7,2호선,건대입구,85897,0
2019-10-22,17.3,0,0.8,2호선,건대입구,88506,0
2019-10-23,17.2,0,1.4,2호선,건대입구,89483,0
2019-10-24,18.6,0,1.8,2호선,건대입구,94562,0
2019-10-25,17,4,1.5,2호선,건대입구,109066,1
2019-10-26,10.8,0,1.7,2호선,건대입구,112657,1
2019-10-27,11,0,1,2호선,건대입구,80120,0
2019-10-28,12.8,2.5,1.4,2호선,건대입구,91548,0
2019-10-29,13.1,0.5,1.3,2호선,건대입구,93250,0
2019-10-30,11.2,0,1.1,2호선,건대입구,94927,0
2019-10-31,14.5,0,1.4,2호선,건대입구,96773,0
2019-11-01,14.9,0,0.9,2호선,건대입구,107710,1
2019-11-02,13.9,0,0.8,2호선,건대입구,101426,1
2019-11-03,14.3,0,1.5,2호선,건대입구,80875,0
2019-11-04,13.4,0,1.3,2호선,건대입구,90365,0
2019-11-05,12.1,0,0.9,2호선,건대입구,94658,0
2019-11-06,11.4,0,0.9,2호선,건대입구,93995,0
2019-11-07,10.2,0,1.5,2호선,건대입구,95855,0
2019-11-08,7.4,0,1.1,2호선,건대입구,107461,1
2019-11-09,9.3,0,1,2호선,건대입구,104720,1
2019-11-10,9.8,11,1.1,2호선,건대입구,75385,0
2019-11-11,11.6,0.5,1.4,2호선,건대입구,90296,0
2019-11-12,9.3,0,0.7,2호선,건대입구,92022,0
2019-11-13,7.9,8.5,1.6,2호선,건대입구,91268,0
2019-11-14,2.2,0,2,2호선,건대입구,96396,0
2019-11-15,5.7,23,1.3,2호선,건대입구,102481,1
2019-11-16,6.7,0,1,2호선,건대입구,115701,1
2019-11-17,8.2,34.5,1.3,2호선,건대입구,67847,0
2019-11-18,5.5,16.5,2.6,2호선,건대입구,90390,0
2019-11-19,1.4,0,2,2호선,건대입구,91255,0
2019-11-20,1.6,0,1.3,2호선,건대입구,93785,0
2019-11-21,4.3,0,1,2호선,건대입구,95894,0
2019-11-22,8.9,0,0.9,2호선,건대입구,107488,1
2019-11-23,10.9,0,0.7,2호선,건대입구,104823,1
2019-11-24,10,2.5,1.2,2호선,건대입구,72008,0
2019-11-25,3.3,0,1.6,2호선,건대입구,90951,0
2019-11-26,7.3,0,1.1,2호선,건대입구,94443,0
2019-11-27,4.7,0,1.6,2호선,건대입구,95530,0
2019-11-28,4.9,0,1.2,2호선,건대입구,95949,0
2019-11-29,3.1,0,1.3,2호선,건대입구,106909,1
2019-11-30,4.8,0,1,2호선,건대입구,103820,1
2019-12-01,5.2,3,0.9,2호선,건대입구,67351,0
2019-12-02,1.3,0,2.4,2호선,건대입구,88436,0
2019-12-03,1.1,0.5,1.1,2호선,건대입구,89257,0
2019-12-04,3.2,0,1.3,2호선,건대입구,92239,0
2019-12-05,-2.9,0,2.3,2호선,건대입구,92971,0
2019-12-06,-4.7,0,1.3,2호선,건대입구,101303,1
2019-12-07,-1.8,0,0.9,2호선,건대입구,97178,1
2019-12-08,-0.7,0,0.8,2호선,건대입구,68954,0
2019-12-09,3.6,0,1,2호선,건대입구,87735,0
2019-12-10,7.9,2.5,0.7,2호선,건대입구,92135,0
2019-12-11,6.5,0,2.3,2호선,건대입구,93394,0
2019-12-12,0.6,0,1.8,2호선,건대입구,96469,0
2019-12-13,2.5,0,1.1,2호선,건대입구,108781,1
2019-12-14,3.6,0.5,1.6,2호선,건대입구,104190,1
2019-12-15,4.8,0,0.7,2호선,건대입구,73639,0
2019-12-16,7.6,0,0.8,2호선,건대입구,94774,0
2019-12-17,7.7,10,1.3,2호선,건대입구,94390,0
2019-12-18,2.1,0,1.7,2호선,건대입구,98554,0
2019-12-19,0.7,0,1.7,2호선,건대입구,102257,0
2019-12-20,0.2,0,1.6,2호선,건대입구,115249,1
2019-12-21,-0.4,0.5,0.9,2호선,건대입구,110129,1
2019-12-22,4,0.5,0.8,2호선,건대입구,81869,0
2019-12-23,3.8,2.5,1.1,2호선,건대입구,100477,0
2019-12-24,1.2,0,1,2호선,건대입구,118593,0
2019-12-25,2.2,0,0.8,2호선,건대입구,94692,1
2019-12-26,2.8,1,1.5,2호선,건대입구,99103,0
2019-12-27,-0.4,0,1.7,2호선,건대입구,107905,1
2019-12-28,1.3,0,0.9,2호선,건대입구,99235,1
2019-12-29,3.8,1.5,0.8,2호선,건대입구,74573,0
2019-12-30,3.5,0,1.7,2호선,건대입구,98236,0
2019-12-31,-6.6,0,2.3,2호선,건대입구,101447,1
2020-01-01,-2,0,0.9,2호선,건대입구,58297,1
2020-01-02,1.8,0,1,2호선,건대입구,89398,0
2020-01-03,1.1,0,1.1,2호선,건대입구,101902,1
2020-01-04,1.8,0,1.1,2호선,건대입구,93397,1
2020-01-05,1.1,0,0.6,2호선,건대입구,69314,0
2020-01-06,2.8,1.5,1.9,2호선,건대입구,87804,0
2020-01-07,6.2,55,2.7,2호선,건대입구,85238,0
2020-01-08,3.5,6,2.6,2호선,건대입구,92118,0
2020-01-09,0.3,0,1.7,2호선,건대입구,94356,0
2020-01-10,0.5,0,1.1,2호선,건대입구,104167,1
2020-01-11,0.7,0,1.3,2호선,건대입구,99388,1
2020-01-12,0.1,0,1.8,2호선,건대입구,73849,0
2020-01-13,-1.4,0,1.8,2호선,건대입구,87773,0
2020-01-14,-1.4,0,1.2,2호선,건대입구,90997,0
2020-01-15,-1.5,0,1.3,2호선,건대입구,92897,0
2020-01-16,-0.7,0,1.2,2호선,건대입구,93250,0
2020-01-17,0.2,0,1,2호선,건대입구,103048,1
2020-01-18,1.1,0,1.1,2호선,건대입구,97175,1
2020-01-19,2.5,0.5,1.4,2호선,건대입구,69230,0
2020-01-20,1.9,0,2.1,2호선,건대입구,89479,0
2020-01-21,0.4,0,0.9,2호선,건대입구,90802,0
2020-01-22,3.1,0,0.9,2호선,건대입구,93557,0
2020-01-23,4.8,0,1.1,2호선,건대입구,92507,0
2020-01-24,3.7,0,0.9,2호선,건대입구,46232,1
2020-01-25,4.5,0,0.7,2호선,건대입구,36436,1
2020-01-26,5.4,0,1.6,2호선,건대입구,56992,0
